time,hex,callsign,latitude,longitude,no_position,altitude,squawk,ground speed,track,vertical speed
2020-01-26 17:37:27Z.466,0xa9a1ad,N72EX,34.24695,-118.44002,P,1275,235,137,295,256
2020-01-26 17:37:29Z.468,0xa9a1ad,,34.24745,-118.44136,P,1300,0,136,294,320
2020-01-26 17:37:30Z.156,0xa9a1ad,,34.2476,-118.44171,P,1300,235,136,294,320
2020-01-26 17:37:30Z.528,0xa9a1ad,N72EX,34.24773,-118.44209,P,1300,235,136,294,320
2020-01-26 17:37:30Z.738,0xa9a1ad,N72EX,34.24773,-118.44209,P,1300,235,136,294,256
2020-01-26 17:37:31Z.492,0xa9a1ad,N72EX,34.24773,-118.44209,P,1300,235,136,294,256
2020-01-26 17:37:31Z.538,0xa9a1ad,N72EX,34.24786,-118.44248,P,1300,235,136,294,256
2020-01-26 17:37:33Z.652,0xa9a1ad,N72EX,34.24848,-118.44412,P,1300,235,136,293,64
2020-01-26 17:37:34Z.432,0xa9a1ad,N72EX,34.24873,-118.44489,P,1300,235,136,292,-64
2020-01-26 17:37:35Z.052,0xa9a1ad,,34.24887,-118.44528,P,1300,235,135,293,128
2020-01-26 17:37:36Z.244,0xa9a1ad,N72EX,34.24913,-118.44606,P,1300,235,136,291,-192
2020-01-26 17:37:36Z.736,0xa9a1ad,N72EX,34.24913,-118.44606,P,1300,235,136,291,-192
2020-01-26 17:37:36Z.922,0xa9a1ad,N72EX,34.24913,-118.44606,P,1300,235,136,291,-192
2020-01-26 17:37:37Z.802,0xa9a1ad,N72EX,34.24941,-118.44692,P,1300,235,136,291,-192
2020-01-26 17:37:38Z.254,0xa9a1ad,,34.2495,-118.4472,P,1275,235,135,293,128
2020-01-26 17:37:38Z.696,0xa9a1ad,,34.24974,-118.44803,P,1275,235,137,290,-128
2020-01-26 17:37:39Z.132,0xa9a1ad,N72EX,34.24988,-118.44841,P,1275,235,138,290,-128
2020-01-26 17:37:40Z.656,0xa9a1ad,N72EX,34.25016,-118.44926,P,1275,235,140,289,-64
2020-01-26 17:37:40Z.656,0xa9a1ad,N72EX,34.25016,-118.44926,P,1275,235,139,290,-128
2020-01-26 17:37:40Z.660,0xa9a1ad,N72EX,34.25006,-118.44893,P,1275,235,139,290,-128
2020-01-26 17:37:41Z.232,0xa9a1ad,N72EX,34.25016,-118.44926,P,1275,235,136,294,256
2020-01-26 17:37:42Z.908,0xa9a1ad,N72EX,34.25061,-118.45084,P,1275,235,141,288,128
2020-01-26 17:37:43Z.126,0xa9a1ad,,34.25072,-118.45122,P,1275,235,141,288,192
2020-01-26 17:37:45Z.034,0xa9a1ad,N72EX,34.25111,-118.4528,P,1300,235,142,288,320
2020-01-26 17:37:45Z.746,0xa9a1ad,,34.25102,-118.45235,P,1275,235,141,288,192
2020-01-26 17:37:45Z.850,0xa9a1ad,N72EX,34.25123,-118.45316,P,1300,235,142,288,384
2020-01-26 17:37:46Z.258,0xa9a1ad,N72EX,34.25132,-118.45345,P,1300,235,142,288,384
2020-01-26 17:37:46Z.390,0xa9a1ad,N72EX,34.25123,-118.45316,P,1300,235,140,289,-64
2020-01-26 17:37:47Z.986,0xa9a1ad,N72EX,34.25174,-118.45499,P,1300,235,142,287,320
2020-01-26 17:37:50Z.750,0xa9a1ad,,34.25207,-118.45619,P,1300,235,142,287,320
2020-01-26 17:37:51Z.334,0xa9a1ad,N72EX,34.25244,-118.45757,P,1300,235,144,288,192
2020-01-26 17:37:51Z.614,0xa9a1ad,,34.25225,-118.45682,P,1300,235,144,288,256
2020-01-26 17:37:51Z.748,0xa9a1ad,N72EX,34.25235,-118.45722,P,1300,235,142,287,320
2020-01-26 17:37:52Z.132,0xa9a1ad,N72EX,34.25235,-118.45722,P,1300,235,144,288,256
2020-01-26 17:37:53Z.110,0xa9a1ad,N72EX,34.25258,-118.45795,P,1300,235,144,288,192
2020-01-26 17:37:55Z.478,0xa9a1ad,N72EX,34.25313,-118.4598,P,1300,235,145,289,64
2020-01-26 17:37:56Z.622,0xa9a1ad,N72EX,34.25349,-118.46104,P,1325,235,146,290,64
2020-01-26 17:37:57Z.458,0xa9a1ad,N72EX,34.25359,-118.46132,P,1300,235,146,291,0
2020-01-26 17:37:58Z.062,0xa9a1ad,N72EX,34.25397,-118.46249,P,1325,235,147,291,0
2020-01-26 17:37:58Z.454,0xa9a1ad,N72EX,34.25386,-118.4621,P,1325,235,147,291,0
2020-01-26 17:37:58Z.982,0xa9a1ad,,34.25397,-118.46249,P,1325,235,146,290,64
2020-01-26 17:37:59Z.580,0xa9a1ad,N72EX,34.25414,-118.46288,P,1325,235,147,291,0
2020-01-26 17:37:59Z.670,0xa9a1ad,N72EX,34.25439,-118.46368,P,1325,235,148,293,-64
2020-01-26 17:38:00Z.540,0xa9a1ad,N72EX,34.25472,-118.46443,P,1325,235,148,293,-64
2020-01-26 17:38:01Z.616,0xa9a1ad,N72EX,34.25472,-118.46443,P,1325,235,148,293,-64
2020-01-26 17:38:03Z.616,0xa9a1ad,N72EX,34.2556,-118.46681,P,1325,235,149,294,0
2020-01-26 17:38:05Z.136,0xa9a1ad,,34.25602,-118.46793,P,1325,235,149,294,0
2020-01-26 17:38:05Z.672,0xa9a1ad,N72EX,34.25611,-118.46826,P,1325,235,149,294,64
2020-01-26 17:38:06Z.084,0xa9a1ad,,34.25629,-118.46861,P,1325,235,149,294,0
2020-01-26 17:38:06Z.644,0xa9a1ad,N72EX,34.25639,-118.46901,P,1325,235,150,294,0
2020-01-26 17:38:07Z.070,0xa9a1ad,N72EX,34.25639,-118.46901,P,1325,235,150,294,0
2020-01-26 17:38:07Z.320,0xa9a1ad,N72EX,34.25658,-118.46947,P,1300,235,150,294,0
2020-01-26 17:38:10Z.180,0xa9a1ad,N72EX,34.25729,-118.47141,P,1300,235,151,294,-64
2020-01-26 17:38:12Z.112,0xa9a1ad,N72EX,34.25784,-118.47284,P,1300,235,151,294,-128
2020-01-26 17:38:12Z.132,0xa9a1ad,N72EX,34.25798,-118.47326,P,1300,235,151,294,-128
2020-01-26 17:38:13Z.084,0xa9a1ad,N72EX,34.25798,-118.47326,P,1300,235,151,294,-128
2020-01-26 17:38:13Z.702,0xa9a1ad,N72EX,34.2583,-118.47404,P,1300,235,151,294,-64
2020-01-26 17:38:14Z.704,0xa9a1ad,,34.25858,-118.47485,P,1300,235,151,294,-128
2020-01-26 17:38:15Z.846,0xa9a1ad,N72EX,34.25909,-118.4761,P,1300,235,151,294,-128
2020-01-26 17:38:16Z.240,0xa9a1ad,N72EX,34.25909,-118.4761,P,1300,235,152,295,-256
2020-01-26 17:38:16Z.740,0xa9a1ad,N72EX,34.2594,-118.47678,P,1300,235,153,295,-256
2020-01-26 17:38:18Z.178,0xa9a1ad,N72EX,34.25949,-118.47707,P,1300,235,151,295,-256
2020-01-26 17:38:18Z.694,0xa9a1ad,N72EX,34.26007,-118.47839,P,1300,235,154,296,-256
2020-01-26 17:38:19Z.790,0xa9a1ad,N72EX,34.26007,-118.47839,P,1300,235,153,296,-256
2020-01-26 17:38:21Z.372,0xa9a1ad,N72EX,34.26091,-118.48039,P,1275,235,154,296,-192
2020-01-26 17:38:21Z.376,0xa9a1ad,N72EX,34.26091,-118.48039,P,1275,235,154,296,-192
2020-01-26 17:38:23Z.176,0xa9a1ad,N72EX,34.26128,-118.48122,P,1275,235,154,297,-64
2020-01-26 17:38:24Z.062,0xa9a1ad,N72EX,34.26165,-118.48206,P,1275,235,154,297,-64
2020-01-26 17:38:24Z.620,0xa9a1ad,N72EX,34.26201,-118.48289,P,1275,235,153,298,320
2020-01-26 17:38:26Z.726,0xa9a1ad,N72EX,34.26254,-118.484,P,1300,235,153,299,256
2020-01-26 17:38:27Z.176,0xa9a1ad,N72EX,34.26287,-118.48474,P,1300,235,153,298,320
2020-01-26 17:38:28Z.124,0xa9a1ad,N72EX,34.26306,-118.48514,P,1300,235,153,299,128
2020-01-26 17:38:29Z.752,0xa9a1ad,N72EX,34.26343,-118.48587,P,1300,235,152,300,128
2020-01-26 17:38:30Z.304,0xa9a1ad,,34.26394,-118.48698,P,1300,235,152,300,192
2020-01-26 17:38:31Z.612,0xa9a1ad,N72EX,34.26411,-118.48733,P,1300,235,153,300,192
2020-01-26 17:38:32Z.324,0xa9a1ad,N72EX,34.26454,-118.48817,P,1300,235,152,300,192
2020-01-26 17:38:33Z.276,0xa9a1ad,N72EX,34.26492,-118.48886,P,1300,235,152,301,256
2020-01-26 17:38:34Z.270,0xa9a1ad,N72EX,34.26529,-118.48961,P,1325,235,152,301,256
2020-01-26 17:38:34Z.280,0xa9a1ad,N72EX,34.26529,-118.48961,P,1325,235,152,301,256
2020-01-26 17:38:36Z.018,0xa9a1ad,,34.26598,-118.49104,P,1325,235,152,301,192
2020-01-26 17:38:36Z.756,0xa9a1ad,N72EX,34.26636,-118.49178,P,1350,235,151,300,128
2020-01-26 17:38:37Z.818,0xa9a1ad,N72EX,34.26636,-118.49178,P,1350,235,151,300,128
2020-01-26 17:38:38Z.234,0xa9a1ad,N72EX,34.26668,-118.49242,P,1325,235,151,300,128
2020-01-26 17:38:39Z.688,0xa9a1ad,N72EX,34.2672,-118.49356,P,1325,235,151,299,64
2020-01-26 17:38:40Z.712,0xa9a1ad,N72EX,34.26738,-118.49402,P,1325,235,152,299,64
2020-01-26 17:38:41Z.840,0xa9a1ad,,34.26773,-118.49467,P,1325,235,152,299,0
2020-01-26 17:38:42Z.156,0xa9a1ad,N72EX,34.26805,-118.4954,P,1325,235,152,299,64
2020-01-26 17:38:43Z.724,0xa9a1ad,N72EX,34.26845,-118.49625,P,1325,235,151,298,256
2020-01-26 17:38:43Z.878,0xa9a1ad,N72EX,34.26845,-118.49625,P,1325,235,152,299,128
2020-01-26 17:38:44Z.316,0xa9a1ad,N72EX,34.2686,-118.49657,P,1325,235,155,297,-128
2020-01-26 17:38:44Z.714,0xa9a1ad,N72EX,34.26874,-118.49691,P,1350,235,151,298,256
2020-01-26 17:38:45Z.552,0xa9a1ad,N72EX,34.26938,-118.49831,P,1350,235,150,298,384
2020-01-26 17:38:47Z.552,0xa9a1ad,N72EX,34.2698,-118.49939,P,1350,235,150,297,256
2020-01-26 17:38:48Z.666,0xa9a1ad,N72EX,34.27013,-118.50014,P,1375,235,151,297,256
2020-01-26 17:38:49Z.822,0xa9a1ad,N72EX,34.27039,-118.50083,P,1375,235,150,295,128
2020-01-26 17:38:50Z.898,0xa9a1ad,N72EX,34.27071,-118.50156,P,1400,235,150,296,192
2020-01-26 17:38:51Z.950,0xa9a1ad,N72EX,34.27112,-118.50279,P,1375,235,149,292,128
2020-01-26 17:38:51Z.978,0xa9a1ad,N72EX,34.27097,-118.50243,P,1375,235,150,296,192
2020-01-26 17:38:52Z.056,0xa9a1ad,N72EX,34.27126,-118.50324,P,1375,235,148,292,128
2020-01-26 17:38:54Z.302,0xa9a1ad,N72EX,34.27148,-118.50403,P,1375,235,148,290,192
2020-01-26 17:38:54Z.628,0xa9a1ad,N72EX,34.2718,-118.50532,P,1400,235,147,287,192
2020-01-26 17:38:57Z.060,0xa9a1ad,N72EX,34.27222,-118.50712,P,1400,235,145,284,256
2020-01-26 17:38:57Z.482,0xa9a1ad,N72EX,34.27226,-118.50751,P,1400,235,145,282,192
2020-01-26 17:38:58Z.198,0xa9a1ad,N72EX,34.27235,-118.50795,P,1400,235,145,281,256
2020-01-26 17:38:59Z.912,0xa9a1ad,N72EX,34.27255,-118.50946,P,1400,235,143,280,320
2020-01-26 17:39:00Z.798,0xa9a1ad,N72EX,34.27263,-118.51019,P,1400,235,141,277,512
2020-01-26 17:39:01Z.872,0xa9a1ad,N72EX,34.27269,-118.51089,P,1425,235,140,276,448
2020-01-26 17:39:03Z.354,0xa9a1ad,N72EX,34.27274,-118.51215,P,1450,235,139,273,512
2020-01-26 17:39:03Z.548,0xa9a1ad,N72EX,34.27274,-118.51215,P,1450,235,140,274,448
2020-01-26 17:39:05Z.436,0xa9a1ad,N72EX,34.27277,-118.51378,P,1450,235,138,270,256
2020-01-26 17:39:07Z.354,0xa9a1ad,N72EX,34.27277,-118.51485,P,1450,235,139,268,64
2020-01-26 17:39:07Z.904,0xa9a1ad,N72EX,34.27274,-118.51524,P,1450,235,139,268,64
2020-01-26 17:39:08Z.106,0xa9a1ad,N72EX,34.27272,-118.51563,P,1450,235,139,267,64
2020-01-26 17:39:10Z.012,0xa9a1ad,N72EX,34.27263,-118.51686,P,1475,235,138,265,0
2020-01-26 17:39:10Z.918,0xa9a1ad,N72EX,34.27255,-118.51799,P,1450,235,137,263,64
2020-01-26 17:39:11Z.990,0xa9a1ad,N72EX,34.27249,-118.51871,P,1450,235,137,263,64
2020-01-26 17:39:12Z.426,0xa9a1ad,N72EX,34.2724,-118.51917,P,1475,235,137,262,0
2020-01-26 17:39:14Z.492,0xa9a1ad,N72EX,34.27232,-118.51982,P,1450,235,136,261,-128
2020-01-26 17:39:15Z.764,0xa9a1ad,N72EX,34.27204,-118.52159,P,1450,235,135,259,-256
2020-01-26 17:39:15Z.786,0xa9a1ad,N72EX,34.27204,-118.52159,P,1450,235,135,259,-256
2020-01-26 17:39:15Z.862,0xa9a1ad,N72EX,34.27208,-118.52131,P,1450,235,136,259,-256
2020-01-26 17:39:17Z.266,0xa9a1ad,N72EX,34.2719,-118.52258,P,1450,235,134,258,-192
2020-01-26 17:39:19Z.460,0xa9a1ad,N72EX,34.27171,-118.52359,P,1450,235,133,257,-64
2020-01-26 17:39:19Z.556,0xa9a1ad,N72EX,34.27171,-118.52359,P,1450,235,133,257,-64
2020-01-26 17:39:21Z.828,0xa9a1ad,N72EX,34.27139,-118.52525,P,1450,235,131,255,0
2020-01-26 17:39:21Z.866,0xa9a1ad,N72EX,34.27121,-118.526,P,1450,235,131,255,-64
2020-01-26 17:39:22Z.514,0xa9a1ad,N72EX,34.27112,-118.52645,P,1450,235,131,255,-64
2020-01-26 17:39:22Z.568,0xa9a1ad,N72EX,34.27112,-118.52645,P,1450,235,131,255,-64
2020-01-26 17:39:24Z.252,0xa9a1ad,N72EX,34.27094,-118.52712,P,1450,235,130,254,-64
2020-01-26 17:39:25Z.342,0xa9a1ad,N72EX,34.27071,-118.52813,P,1450,235,130,253,-128
2020-01-26 17:39:25Z.826,0xa9a1ad,N72EX,34.27055,-118.52875,P,1450,235,130,253,-128
2020-01-26 17:39:26Z.328,0xa9a1ad,N72EX,34.27064,-118.52846,P,1450,235,134,258,-192
2020-01-26 17:39:27Z.758,0xa9a1ad,N72EX,34.27029,-118.52975,P,1450,235,128,252,-128
2020-01-26 17:39:28Z.152,0xa9a1ad,N72EX,34.2702,-118.53004,P,1450,235,128,252,-128
2020-01-26 17:39:28Z.888,0xa9a1ad,N72EX,34.27002,-118.53088,P,1450,235,127,252,-192
2020-01-26 17:39:29Z.820,0xa9a1ad,N72EX,34.27002,-118.53088,P,1450,235,127,252,-192
2020-01-26 17:39:30Z.850,0xa9a1ad,N72EX,34.26961,-118.53223,P,1450,235,127,251,-128
2020-01-26 17:39:31Z.922,0xa9a1ad,N72EX,34.26942,-118.5329,P,1450,235,127,251,-128
2020-01-26 17:39:31Z.952,0xa9a1ad,N72EX,34.26942,-118.5329,P,1450,235,127,252,-192
2020-01-26 17:39:32Z.906,0xa9a1ad,N72EX,34.2692,-118.53362,P,1450,235,127,248,-128
2020-01-26 17:39:35Z.258,0xa9a1ad,N72EX,34.26892,-118.53436,P,1425,235,127,247,-128
2020-01-26 17:39:36Z.124,0xa9a1ad,N72EX,34.26846,-118.53564,P,1425,235,127,248,-128
2020-01-26 17:39:37Z.488,0xa9a1ad,N72EX,34.26826,-118.53619,P,1425,235,126,246,-192
2020-01-26 17:39:37Z.502,0xa9a1ad,N72EX,34.26814,-118.53654,P,1425,235,126,245,-256
2020-01-26 17:39:37Z.630,0xa9a1ad,N72EX,34.26826,-118.53619,P,1425,235,126,246,-192
2020-01-26 17:39:38Z.708,0xa9a1ad,N72EX,34.26785,-118.53722,P,1400,235,127,244,-384
2020-01-26 17:39:40Z.438,0xa9a1ad,N72EX,34.26748,-118.53813,P,1400,235,127,243,-576
2020-01-26 17:39:41Z.902,0xa9a1ad,N72EX,34.26723,-118.53873,P,1400,235,127,243,-512
2020-01-26 17:39:42Z.838,0xa9a1ad,N72EX,34.26664,-118.53985,P,1375,235,127,239,-576
2020-01-26 17:39:42Z.870,0xa9a1ad,N72EX,34.26664,-118.53985,P,1375,235,127,241,-640
2020-01-26 17:39:43Z.768,0xa9a1ad,N72EX,34.26664,-118.53985,P,1375,235,127,239,-576
2020-01-26 17:39:45Z.500,0xa9a1ad,N72EX,34.26608,-118.54076,P,1350,235,127,236,-576
2020-01-26 17:39:45Z.852,0xa9a1ad,N72EX,34.26558,-118.54164,P,1350,235,127,232,-448
2020-01-26 17:39:46Z.862,0xa9a1ad,N72EX,34.26558,-118.54164,P,1350,235,127,232,-448
2020-01-26 17:39:47Z.480,0xa9a1ad,N72EX,34.26494,-118.54253,P,1325,235,127,230,-448
2020-01-26 17:39:48Z.066,0xa9a1ad,N72EX,34.26494,-118.54253,P,1325,235,127,230,-448
2020-01-26 17:39:48Z.432,0xa9a1ad,N72EX,34.2648,-118.5427,P,1325,235,127,230,-448
2020-01-26 17:39:49Z.806,0xa9a1ad,N72EX,34.26443,-118.54327,P,1325,235,127,229,-384
2020-01-26 17:39:50Z.390,0xa9a1ad,N72EX,34.26425,-118.54349,P,1325,235,127,229,-320
2020-01-26 17:39:51Z.982,0xa9a1ad,N72EX,34.26319,-118.54488,P,1325,235,125,227,0
2020-01-26 17:39:52Z.426,0xa9a1ad,N72EX,34.26305,-118.54511,P,1325,235,125,227,64
2020-01-26 17:39:52Z.436,0xa9a1ad,N72EX,34.26305,-118.54511,P,1325,235,125,227,64
2020-01-26 17:39:52Z.460,0xa9a1ad,N72EX,34.26338,-118.54467,P,1325,235,126,227,-64
2020-01-26 17:39:54Z.332,0xa9a1ad,N72EX,34.26226,-118.54608,P,1325,235,124,226,192
2020-01-26 17:39:54Z.798,0xa9a1ad,N72EX,34.26207,-118.54631,P,1325,235,123,225,192
2020-01-26 17:39:54Z.956,0xa9a1ad,N72EX,34.26207,-118.54631,P,1325,235,123,225,192
2020-01-26 17:39:57Z.458,0xa9a1ad,N72EX,34.26105,-118.54758,P,1325,235,121,225,192
2020-01-26 17:39:57Z.828,0xa9a1ad,N72EX,34.26105,-118.54758,P,1325,235,121,225,192
2020-01-26 17:39:57Z.902,0xa9a1ad,N72EX,34.26105,-118.54758,P,1325,235,121,225,192
2020-01-26 17:39:58Z.908,0xa9a1ad,N72EX,34.26049,-118.54826,P,1350,235,120,225,192
2020-01-26 17:40:01Z.556,0xa9a1ad,,34.25958,-118.54932,P,1350,235,120,224,64
2020-01-26 17:40:01Z.646,0xa9a1ad,N72EX,34.25935,-118.5496,P,1350,235,120,224,-64
2020-01-26 17:40:02Z.062,0xa9a1ad,N72EX,34.25958,-118.54932,P,1350,235,120,225,192
2020-01-26 17:40:03Z.696,0xa9a1ad,N72EX,34.259,-118.55003,P,1350,235,120,224,-128
2020-01-26 17:40:03Z.784,0xa9a1ad,N72EX,34.259,-118.55003,P,1350,235,120,224,-128
2020-01-26 17:40:03Z.946,0xa9a1ad,N72EX,34.2584,-118.55072,P,1325,235,122,223,-320
2020-01-26 17:40:04Z.810,0xa9a1ad,,34.25803,-118.55111,P,1325,235,121,223,-384
2020-01-26 17:40:04Z.986,0xa9a1ad,N72EX,34.25803,-118.55111,P,1325,235,122,222,-384
2020-01-26 17:40:06Z.710,0xa9a1ad,N72EX,34.25725,-118.55196,P,1325,235,122,220,-448
2020-01-26 17:40:07Z.490,0xa9a1ad,N72EX,34.25702,-118.55218,P,1325,235,123,220,-512
2020-01-26 17:40:07Z.690,0xa9a1ad,N72EX,34.25725,-118.55196,P,1325,235,122,220,-448
2020-01-26 17:40:07Z.726,0xa9a1ad,,34.25677,-118.55244,P,1300,235,123,220,-512
2020-01-26 17:40:08Z.330,0xa9a1ad,N72EX,34.25677,-118.55244,P,1300,235,124,220,-576
2020-01-26 17:40:09Z.700,0xa9a1ad,N72EX,34.25598,-118.55318,P,1300,235,123,220,-512
2020-01-26 17:40:10Z.162,0xa9a1ad,,34.2557,-118.55347,P,1300,235,124,218,-576
2020-01-26 17:40:10Z.176,0xa9a1ad,N72EX,34.25616,-118.55301,P,1300,235,124,219,-576
2020-01-26 17:40:11Z.192,0xa9a1ad,N72EX,34.2557,-118.55347,P,1300,235,124,219,-576
2020-01-26 17:40:12Z.984,0xa9a1ad,N72EX,34.25439,-118.55461,P,1250,235,125,216,-384
2020-01-26 17:40:13Z.906,0xa9a1ad,N72EX,34.25439,-118.55461,P,1250,235,125,216,-384
2020-01-26 17:40:14Z.008,0xa9a1ad,N72EX,34.25439,-118.55461,P,1250,235,125,216,-384
2020-01-26 17:40:14Z.050,0xa9a1ad,N72EX,34.25386,-118.55509,P,1250,235,125,215,-448
2020-01-26 17:40:15Z.574,0xa9a1ad,N72EX,34.25365,-118.5553,P,1250,235,124,215,-448
2020-01-26 17:40:16Z.092,0xa9a1ad,N72EX,34.2529,-118.55588,P,1250,235,125,214,-448
2020-01-26 17:40:17Z.160,0xa9a1ad,N72EX,34.25262,-118.5561,P,1250,235,125,213,-448
2020-01-26 17:40:17Z.602,0xa9a1ad,N72EX,34.2522,-118.55644,P,1225,235,125,213,-384
2020-01-26 17:40:17Z.640,0xa9a1ad,N72EX,34.25262,-118.5561,P,1250,235,125,213,-448
2020-01-26 17:40:17Z.780,0xa9a1ad,N72EX,34.25262,-118.5561,P,1250,235,125,213,-448
2020-01-26 17:40:18Z.654,0xa9a1ad,N72EX,34.25194,-118.55666,P,1225,235,125,213,-384
2020-01-26 17:40:20Z.012,0xa9a1ad,N72EX,34.25125,-118.55717,P,1200,235,125,212,-384
2020-01-26 17:40:20Z.680,0xa9a1ad,N72EX,34.25125,-118.55717,P,1200,235,125,212,-384
2020-01-26 17:40:21Z.632,0xa9a1ad,N72EX,34.2502,-118.55801,P,1200,235,125,213,-320
2020-01-26 17:40:22Z.604,0xa9a1ad,N72EX,34.24997,-118.55817,P,1200,235,125,213,-320
2020-01-26 17:40:23Z.106,0xa9a1ad,N72EX,34.24969,-118.5584,P,1200,235,125,213,-320
2020-01-26 17:40:23Z.766,0xa9a1ad,N72EX,34.24946,-118.55862,P,1175,235,126,213,-256
2020-01-26 17:40:24Z.188,0xa9a1ad,N72EX,34.24946,-118.55862,P,1175,235,126,213,-256
2020-01-26 17:40:25Z.268,0xa9a1ad,N72EX,34.24867,-118.55925,P,1175,235,125,213,-192
2020-01-26 17:40:26Z.312,0xa9a1ad,N72EX,34.2482,-118.55965,P,1175,235,125,214,-192
2020-01-26 17:40:26Z.472,0xa9a1ad,N72EX,34.24839,-118.55948,P,1175,235,125,213,-192
2020-01-26 17:40:26Z.960,0xa9a1ad,N72EX,34.24764,-118.5601,P,1175,235,125,213,-192
2020-01-26 17:40:27Z.354,0xa9a1ad,N72EX,34.24792,-118.55988,P,1175,235,125,214,-192
2020-01-26 17:40:28Z.074,0xa9a1ad,N72EX,34.24709,-118.56053,P,1150,235,125,214,-192
2020-01-26 17:40:29Z.064,0xa9a1ad,N72EX,34.24663,-118.56092,P,1150,235,125,214,-192
2020-01-26 17:40:29Z.146,0xa9a1ad,N72EX,34.24709,-118.56053,P,1150,235,125,214,-192
2020-01-26 17:40:29Z.792,0xa9a1ad,N72EX,34.24639,-118.56113,P,1150,235,125,214,-192
2020-01-26 17:40:30Z.968,0xa9a1ad,N72EX,34.24574,-118.56171,P,1150,235,126,215,0
2020-01-26 17:40:31Z.810,0xa9a1ad,N72EX,34.2453,-118.5621,P,1150,235,126,215,64
2020-01-26 17:40:32Z.366,0xa9a1ad,N72EX,34.2453,-118.5621,P,1150,235,126,215,0
2020-01-26 17:40:33Z.020,0xa9a1ad,N72EX,34.24476,-118.56251,P,1150,235,126,215,64
2020-01-26 17:40:33Z.464,0xa9a1ad,N72EX,34.24457,-118.56268,P,1150,5122,126,215,64
2020-01-26 17:40:34Z.942,0xa9a1ad,N72EX,34.24429,-118.56297,P,1175,235,127,216,64
2020-01-26 17:40:35Z.010,0xa9a1ad,N72EX,34.24383,-118.56337,P,1150,235,127,216,64
2020-01-26 17:40:35Z.428,0xa9a1ad,N72EX,34.24383,-118.56337,P,1150,235,127,216,64
2020-01-26 17:40:37Z.432,0xa9a1ad,N72EX,34.24292,-118.56417,P,1175,235,128,216,128
2020-01-26 17:40:37Z.882,0xa9a1ad,N72EX,34.24292,-118.56417,P,1175,235,128,216,128
2020-01-26 17:40:37Z.966,0xa9a1ad,N72EX,34.24238,-118.56468,P,1175,235,127,217,192
2020-01-26 17:40:38Z.140,0xa9a1ad,N72EX,34.24238,-118.56468,P,1175,235,127,217,192
2020-01-26 17:40:38Z.564,0xa9a1ad,N72EX,34.24214,-118.5649,P,1175,235,127,217,192
2020-01-26 17:40:39Z.604,0xa9a1ad,N72EX,34.24159,-118.56541,P,1175,235,127,217,192
2020-01-26 17:40:40Z.134,0xa9a1ad,N72EX,34.24136,-118.5656,P,1175,235,127,217,256
2020-01-26 17:40:40Z.784,0xa9a1ad,N72EX,34.24109,-118.5658,P,1175,235,127,217,256
2020-01-26 17:40:42Z.292,0xa9a1ad,N72EX,34.24036,-118.56653,P,1175,1200,128,217,128
2020-01-26 17:40:43Z.136,0xa9a1ad,N72EX,34.23991,-118.56691,P,1175,1200,128,217,64
2020-01-26 17:40:43Z.236,0xa9a1ad,N72EX,34.23991,-118.56691,P,1175,1200,128,217,64
2020-01-26 17:40:43Z.628,0xa9a1ad,N72EX,34.23973,-118.56709,P,1175,235,128,217,128
2020-01-26 17:40:44Z.122,0xa9a1ad,N72EX,34.23945,-118.56731,P,1200,1200,129,217,64
2020-01-26 17:40:44Z.650,0xa9a1ad,N72EX,34.23973,-118.56709,P,1175,1200,128,217,64
2020-01-26 17:40:46Z.118,0xa9a1ad,N72EX,34.2388,-118.568,P,1200,1200,129,217,-64
2020-01-26 17:40:46Z.640,0xa9a1ad,N72EX,34.23852,-118.56823,P,1200,1200,129,218,0
2020-01-26 17:40:47Z.094,0xa9a1ad,N72EX,34.23805,-118.56869,P,1175,1200,130,217,0
2020-01-26 17:40:47Z.126,0xa9a1ad,N72EX,34.23805,-118.56869,P,1175,1200,130,217,0
2020-01-26 17:40:47Z.134,0xa9a1ad,N72EX,34.23833,-118.56841,P,1175,235,128,217,128
2020-01-26 17:40:48Z.538,0xa9a1ad,N72EX,34.23735,-118.56932,P,1175,1200,130,217,-64
2020-01-26 17:40:49Z.104,0xa9a1ad,N72EX,34.23764,-118.56903,P,1200,1200,130,217,-64
2020-01-26 17:40:49Z.666,0xa9a1ad,N72EX,34.23683,-118.56983,P,1175,1200,131,218,0
2020-01-26 17:40:50Z.110,0xa9a1ad,N72EX,34.23711,-118.56956,P,1175,1200,131,218,-64
2020-01-26 17:40:50Z.710,0xa9a1ad,N72EX,34.23647,-118.57017,P,1175,1200,131,218,64
2020-01-26 17:40:51Z.458,0xa9a1ad,N72EX,34.23596,-118.57062,P,1175,1200,131,218,64
2020-01-26 17:40:52Z.534,0xa9a1ad,N72EX,34.23573,-118.57086,P,1175,1200,131,218,64
2020-01-26 17:40:53Z.214,0xa9a1ad,N72EX,34.23517,-118.57138,P,1175,1200,131,218,128
2020-01-26 17:40:53Z.630,0xa9a1ad,N72EX,34.23517,-118.57138,P,1175,1200,131,218,128
2020-01-26 17:40:53Z.702,0xa9a1ad,N72EX,34.23491,-118.57162,P,1200,1200,131,218,128
2020-01-26 17:40:54Z.784,0xa9a1ad,N72EX,34.23438,-118.57212,P,1200,1200,131,218,0
