time,hex,callsign,latitude,longitude,no_position,altitude,squawk,ground speed,track,vertical speed
2020-01-26 17:44:25Z.844,0xa9a1ad,N72EX,34.15004,-118.67505,P,1150,1200,135,281,-640
2020-01-26 17:44:25Z.956,0xa9a1ad,N72EX,34.14999,-118.67477,P,1150,1200,135,281,-640
2020-01-26 17:44:27Z.752,0xa9a1ad,N72EX,34.15027,-118.67639,P,1125,1200,136,282,-128
2020-01-26 17:44:28Z.688,0xa9a1ad,N72EX,34.15027,-118.67639,P,1125,1200,136,282,-128
2020-01-26 17:44:30Z.126,0xa9a1ad,N72EX,34.15054,-118.67785,P,1125,1200,136,282,0
2020-01-26 17:44:30Z.746,0xa9a1ad,N72EX,34.15068,-118.67863,P,1125,1200,136,282,0
2020-01-26 17:44:32Z.588,0xa9a1ad,N72EX,34.15091,-118.68004,P,1150,1200,136,281,448
2020-01-26 17:44:32Z.678,0xa9a1ad,N72EX,34.15082,-118.67936,P,1150,1200,136,281,384
2020-01-26 17:44:33Z.186,0xa9a1ad,N72EX,34.151,-118.68043,P,1150,1200,136,281,512
2020-01-26 17:44:33Z.628,0xa9a1ad,N72EX,34.151,-118.68043,P,1150,1200,136,281,448
2020-01-26 17:44:34Z.250,0xa9a1ad,N72EX,34.15105,-118.68088,P,1150,1200,136,282,0
2020-01-26 17:44:35Z.650,0xa9a1ad,N72EX,34.15118,-118.6816,P,1150,1200,136,280,832
2020-01-26 17:44:36Z.824,0xa9a1ad,N72EX,34.15137,-118.68313,P,1200,1200,133,279,1280
2020-01-26 17:44:37Z.286,0xa9a1ad,N72EX,34.15141,-118.68351,P,1200,1200,132,279,1344
2020-01-26 17:44:38Z.288,0xa9a1ad,N72EX,34.15141,-118.68351,P,1200,1200,132,279,1344
2020-01-26 17:44:38Z.372,0xa9a1ad,N72EX,34.1515,-118.68423,P,1250,1200,131,278,1344
2020-01-26 17:44:40Z.278,0xa9a1ad,N72EX,34.15169,-118.68564,P,1300,1200,128,276,1600
2020-01-26 17:44:41Z.276,0xa9a1ad,N72EX,34.1517,-118.68605,P,1300,1200,128,276,1664
2020-01-26 17:44:43Z.318,0xa9a1ad,N72EX,34.15173,-118.68777,P,1375,1200,124,270,1856
2020-01-26 17:44:43Z.392,0xa9a1ad,N72EX,34.15173,-118.68777,P,1375,1200,124,270,1856
2020-01-26 17:44:45Z.344,0xa9a1ad,N72EX,34.1517,-118.68851,P,1400,1200,123,267,1856
2020-01-26 17:44:46Z.884,0xa9a1ad,N72EX,34.15156,-118.68988,P,1475,1200,120,262,1792
2020-01-26 17:44:48Z.198,0xa9a1ad,N72EX,34.15141,-118.69068,P,1500,1200,119,258,1664
2020-01-26 17:44:48Z.282,0xa9a1ad,N72EX,34.15132,-118.69108,P,1525,1200,118,257,1600
2020-01-26 17:44:49Z.730,0xa9a1ad,N72EX,34.15109,-118.69205,P,1550,1200,117,253,1472
2020-01-26 17:44:50Z.290,0xa9a1ad,N72EX,34.151,-118.69231,P,1550,1200,118,254,1472
2020-01-26 17:44:53Z.730,0xa9a1ad,N72EX,34.15041,-118.6941,P,1650,1200,116,245,1280
2020-01-26 17:44:53Z.766,0xa9a1ad,N72EX,34.15026,-118.6944,P,1650,1200,116,244,1280
2020-01-26 17:44:53Z.778,0xa9a1ad,N72EX,34.15049,-118.69383,P,1625,1200,116,245,1280
2020-01-26 17:44:57Z.024,0xa9a1ad,N72EX,34.14946,-118.69595,P,1700,1200,115,242,1280
2020-01-26 17:44:57Z.568,0xa9a1ad,N72EX,34.14922,-118.69646,P,1725,1200,115,236,1280
2020-01-26 17:44:59Z.594,0xa9a1ad,N72EX,34.14886,-118.69704,P,1750,1200,115,233,1216
2020-01-26 17:45:00Z.166,0xa9a1ad,N72EX,34.14848,-118.69758,P,1775,1200,114,231,1280
2020-01-26 17:45:01Z.360,0xa9a1ad,,34.14811,-118.69812,P,1800,1200,114,230,1280
2020-01-26 17:45:01Z.784,0xa9a1ad,N72EX,34.14774,-118.69858,P,1825,1200,114,229,1280
2020-01-26 17:45:02Z.256,0xa9a1ad,N72EX,34.14761,-118.69881,P,1825,1200,114,228,1344
2020-01-26 17:45:04Z.340,0xa9a1ad,N72EX,34.14725,-118.69926,P,1850,1200,113,227,1408
2020-01-26 17:45:04Z.850,0xa9a1ad,N72EX,34.14665,-118.69999,P,1900,1200,112,226,1536
2020-01-26 17:45:05Z.838,0xa9a1ad,N72EX,34.14629,-118.70044,P,1925,1200,111,225,1600
2020-01-26 17:45:05Z.918,0xa9a1ad,N72EX,34.14629,-118.70044,P,1925,1200,112,225,1600
2020-01-26 17:45:07Z.380,0xa9a1ad,N72EX,34.14574,-118.7011,P,1950,1200,111,225,1600
2020-01-26 17:45:08Z.448,0xa9a1ad,N72EX,34.14555,-118.70128,P,1975,1200,111,224,1600
2020-01-26 17:45:09Z.338,0xa9a1ad,N72EX,34.14532,-118.70149,P,2000,1200,109,222,1664
2020-01-26 17:45:10Z.962,0xa9a1ad,N72EX,34.1445,-118.70229,P,2075,1200,109,218,1408
2020-01-26 17:45:11Z.478,0xa9a1ad,N72EX,34.14409,-118.70262,P,2100,1200,109,218,1408
2020-01-26 17:45:11Z.490,0xa9a1ad,N72EX,34.1443,-118.70247,P,2100,1200,109,217,1344
2020-01-26 17:45:14Z.352,0xa9a1ad,N72EX,34.14304,-118.70332,P,2125,1200,110,207,768
2020-01-26 17:45:14Z.404,0xa9a1ad,N72EX,34.14323,-118.70322,P,2125,1200,110,207,768
2020-01-26 17:45:15Z.830,0xa9a1ad,N72EX,34.14253,-118.70352,P,2125,1200,111,203,640
2020-01-26 17:45:15Z.924,0xa9a1ad,N72EX,34.14203,-118.70369,P,2125,1200,112,196,320
2020-01-26 17:45:17Z.870,0xa9a1ad,N72EX,34.14148,-118.7038,P,2125,1200,114,190,0
2020-01-26 17:45:18Z.300,0xa9a1ad,N72EX,34.14099,-118.70384,P,2125,1200,112,196,320
2020-01-26 17:45:18Z.488,0xa9a1ad,N72EX,34.14067,-118.70384,P,2125,1200,116,184,-320
2020-01-26 17:45:19Z.850,0xa9a1ad,N72EX,34.13983,-118.70374,P,2100,1200,121,173,-1216
2020-01-26 17:45:20Z.840,0xa9a1ad,N72EX,34.13983,-118.70374,P,2100,1200,121,173,-1216
2020-01-26 17:45:21Z.494,0xa9a1ad,N72EX,34.13932,-118.70361,P,2100,1200,122,171,-1408
2020-01-26 17:45:22Z.214,0xa9a1ad,N72EX,34.13882,-118.70341,P,2050,1200,127,163,-2048
2020-01-26 17:45:22Z.314,0xa9a1ad,N72EX,34.13905,-118.70352,P,2075,1200,124,167,-1664
2020-01-26 17:45:24Z.110,0xa9a1ad,N72EX,34.1375,-118.70257,P,1950,1200,124,167,-1664
2020-01-26 17:45:25Z.014,0xa9a1ad,N72EX,34.13704,-118.70213,P,1900,1200,139,141,-3456
2020-01-26 17:45:26Z.048,0xa9a1ad,N72EX,34.13654,-118.7015,P,1850,1200,144,136,-3712
2020-01-26 17:45:28Z.178,0xa9a1ad,N72EX,34.13568,-118.70007,P,1725,1200,141,139,-3584
2020-01-26 17:45:28Z.744,0xa9a1ad,N72EX,34.1355,-118.69961,P,1700,1200,153,120,-4224
2020-01-26 17:45:29Z.286,0xa9a1ad,N72EX,34.1355,-118.69961,P,1700,1200,125,165,-1856
2020-01-26 17:45:31Z.304,0xa9a1ad,N72EX,34.13498,-118.69746,P,1475,1200,159,101,-4544
2020-01-26 17:45:31Z.398,0xa9a1ad,N72EX,34.13503,-118.6978,P,1525,1200,158,106,-4416
2020-01-26 17:45:32Z.622,0xa9a1ad,N72EX,34.13498,-118.69624,P,1350,1200,141,139,-3584
2020-01-26 17:45:33Z.326,0xa9a1ad,N72EX,34.13493,-118.69657,P,1400,1200,159,101,-4544
2020-01-26 17:45:33Z.686,0xa9a1ad,N72EX,34.13498,-118.69624,P,1350,1200,161,91,-4864
